Movie Title;Director;Running time;Main Actor;Genre;Budget;Box Office;Release year
Warcraft;Duncan Jones;123;Dominic Cooper;Action;160000000;439000000;2016
Everybody's Fine;Kirk Jones;99;Robert De Niro;Adventure;21000000;16000000;2009
I Robot;Alex Proyas;115;Will Smith;Action;120000000;347000000;2004
Paycheck;John Woo;119;Ivana Milicevic;Action;60000000;58000000;2003
Whiteout;Dominic Sena;101;Tom Skerritt;Action;35000000;19000000;2009
McFarland USA;Niki Caro;129;Morgan Saylor;Biography;17000000;47000000;2015
The Ladykillers;Ethan Coen;104;J.K. Simmons;Comedy;35000000;76000000;2004
The Departed;Martin Scorsese;151;Leonardo DiCaprio;Crime;90000000;291000000;2006
The Guilt Trip;Anne Fletcher;95;Miriam Margolyes;Comedy;40000000;56000000;2012
Atlas Shrugged: Who Is John Galt?;James Manera;99;Joaquim de Almeida;Drama;5000000;851000;2014
Selma;Ava DuVernay;128;David Oyelowo;Biography;20000000;66000000;2014
The Grudge;Takashi Shimizu;98;Sarah Michelle Gellar;Horror;10000000;187000000;2004
Nowhere in Africa;Caroline Link;141;Merab Ninidze;Biography;7000000;7800000;2001
How to Train Your Dragon 2;Dean DeBlois;102;Gerard Butler;Action;145000000;621000000;2014
28 Days Later...;Danny Boyle;113;Noah Huntley;Thriller;8000000;82500000;2002
Bang Bang Baby;Jeffrey St. Jules;90;Boyd Banks;Drama;1000000;100000;2014
Last Holiday;Wayne Wang;112;LL Cool J;Adventure;45000000;70000000;2006
The Prince;Brian A Miller;93;Bruce Willis;Action;18000000;19000000;2014
Billy Elliot;Stephen Daldry;110;Julie Walters;Drama;5000000;109000000;2000
Me Before You;Thea Sharrock;110;Sam Claflin;Drama;20000000;208000000;2016
Stolen;Simon West;96;Nicolas Cage;Action;35000000;7000000;2012
Alex Cross;Rob Cohen;101;Cicely Tyson;Action;35000000;30000000;2012
Moonrise Kingdom;Wes Anderson;94;Bruce Willis;Adventure;16000000;68000000;2012
The Joneses;Derrick Borte;96;Demi Moore;Comedy;5000000;7000000;2009
The Original Kings of Comedy;Spike Lee;115;Bernie Mac;Comedy;3000000;38000000;2000
Christmas with the Kranks;Joe Roth;99;Jamie Lee Curtis;Comedy;60000000;147000000;2004
Green Lantern;Martin Campbell;123;Ryan Reynolds;Action;200000000;1140000000;2011
Harsh Times;David Ayer;116;J.K. Simmons;Action;2000000;6000000;2005
Mad Max: Fury Road;George Miller;120;Tom Hardy;Action;150000000;378000000;2015
Resident Evil: Extinction;Russell Mulcahy;94;Milla Jovovich;Action;45000000;147000000;2007
The Lake House;Alejandro Agresti;99;Keanu Reeves;Drama;40000000;115000000;2006
Midnight Special;Jeff Nichols;112;Kirsten Dunst;Adventure;18000000;7000000;2016
The Neon Demon;Nicolas Winding Refn;118;Keanu Reeves;Horror;7000000;4000000;2016
The New World;Terrence Malick;150;Christian Bale;Biography;30000000;30000000;2005
Joe Somebody;John Pasquin;98;Jim Belushi;Comedy;38000000;22000000;2001
Little Miss Sunshine;Jonathan Dayton;101;Steve Carell;Comedy;8000000;101000000;2006
Alice in Wonderland;Tim Burton;108;Johnny Depp;Adventure;200000000;334000000;2010
The Warlords;Peter Ho-Sun Chan;113;Jet Li;Action;40000000;42000000;2007
The Bridge of San Luis Rey;Mary McGuckian;120;Robert De Niro;Drama;24000000;12000000;2004
Gerry;Gus Van Sant;103;Matt Damon;Adventure;3500000;254000;2002
Kung Fu Panda;Mark Osborne;92;Angelina Jolie;Action;130000000;632000000;2008
Robot & Frank;Jake Schreier;89;Frank Langella;Comedy;2500000;3000000;2012
Underworld: Rise of the Lycans;Patrick Tatopoulos;92;Craig Parker;Action;35000000;91000000;2009
W.;Oliver Stone;129;Toby Jones;Biography;25100000;29000000;2008
Good Luck Chuck;Mark Helfrich;101;Dane Cook;Comedy;25000000;35000000;2007
Proof of Life;Taylor Hackford;135;Pamela Reed;Action;65000000;119000000;2000
Puss in Boots;Chris Miller;90;Salma Hayek;Action;130000000;555000000;2011
Deliver Us from Evil;Scott Derrickson;118;Olivia Munn;Horror;30000000;87000000;2014
Fifty Dead Men Walking;Kari Skogland;117;Jim Sturgess;Thriller;6000000;1600000;2008
Pandorum;Christian Alvart;108;Norman Reedus;Action;33000000;20000000;2009
Planet 51;Jorge Blanco;91;Dwayne Johnson;Animation;70000000;72000000;2009
Reindeer Games;John Frankenheimer;124;Charlize Theron;Action;34000000;31000000;2000
The Country Bears;Peter Hastings;88;Haley Joel Osment;Comedy;35000000;16000000;2002
The Next Three Days;Paul Haggis;133;Olivia Wilde;Crime;35000000;20000000;2010
White House Down;Roland Emmerich;131;Channing Tatum;Action;150000000;205000000;2013
Apocalypto;Mel Gibson;139;Rudy Youngblood;Action;40000000;120000000;2006
Eragon;Stefen Fangmeier;104;Djimon Hounsou;Action;100000000;249000000;2006
Of Gods and Men;Xavier Beauvois;122;Lambert Wilson;Drama;4000000;42000000;2010
The Mist;Frank Darabont;126;Toby Jones;Horror;18000000;57000000;2007
The Rookie;John Lee Hancock;127;Dennis Quaid;Drama;20000000;76000000;2002
Fat Albert;Joel Zwick;93;Dania Ramirez;Comedy;26000000;48000000;2004
The Order;Brian Helgeland;102;Heath Ledger;Action;38000000;19500000;2003
X-Men Origins: Wolverine;Gavin Hood;119;Hugh Jackman;Action;150000000;373000000;2009
Click;Frank Coraci;107;Adam Sandler;Comedy;70000000;237000000;2006
No Good Deed;Sam Miller;84;Leslie Bibb;Crime;13200000;5000000;2014
Risen;Kevin Reynolds;107;Peter Firth;Action;20000000;119000000;2016
Tristram Shandy: A Cock and Bull Story;Michael Winterbottom;94;Steve Coogan;Comedy;2800000;2000000;2005
Nightcrawler;Dan Gilroy;117;Jake Gyllenhaal;Crime;8500000;51000000;2014
Surrogates;Jonathan Mostow;89;Bruce Willis;Sci-Fi;80000000;122000000;2009
The Astronaut Farmer;Michael Polish;104;J.K. Simmons;Adventure;13000000;11000000;2006
The Four Feathers;Shekhar Kapur;125;Djimon Hounsou;Adventure;35000000;29000000;2002
3:10 to Yuma;James Mangold;122;Christian Bale;Crime;55000000;71000000;2007
Burlesque;Steve Antin;119;Eric Dane;Drama;55000000;89700000;2010
In Time;Andrew Niccol;109;Matt Bomer;Sci-Fi;40000000;112000000;2011
Ip Man 3;Wilson Yip;105;Mike Tyson;Action;36000000;72000000;2015
Loving Annabelle;Katherine Brooks;76;Ilene Graff;Drama;1000000;400000;2006
Margaret;Kenneth Lonergan;186;Matt Damon;Drama;14000000;5000000;2011
Obitaemyy ostrov;Fedor Bondarchuk;115;Yuliya Snigir;Action;29500000;26000000;2009
The House of the Devil;Ti West;95;Lena Dunham;Horror;900000;1000000;2009
Y Tu Mamá También;Alfonso Cuarón;106;Maribel Verdú;Adventure;2000000;16000000;2001
Dodgeball: A True Underdog Story;Rawson Marshall Thurber;92;Gary Cole;Comedy;20000000;168000000;2004
Martian Child;Menno Meyjes;106;Oliver Platt;Comedy;27000000;84000000;2007
The Hunger Games: Catching Fire;Francis Lawrence;146;Jennifer Lawrence;Adventure;130000000;865000000;2013
Songcatcher;Maggie Greenwald;109;Aidan Quinn;Drama;1800000;3200000;2000
The Hobbit: An Unexpected Journey;Peter Jackson;182;Aidan Turner;Adventure;180000000;1017000000;2012
Happy Feet;George Miller;108;Robin Williams;Animation;100000000;384000000;2006
I Am Wrath;Chuck Russell;92;Sam Trammell;Action;18000000;9700000;2016
In the Land of Blood and Honey;Angelina Jolie;127;Jelena Jovanova;Drama;13000000;1000000;2011
The Best Man Holiday;Malcolm D. Lee;123;Harold Perrineau;Comedy;17000000;71000000;2013
The Imaginarium of Doctor Parnassus;Terry Gilliam;123;Andrew Garfield;Adventure;30000000;64000000;2009
17 Again;Burr Steers;102;Matthew Perry;Comedy;20000000;139000000;2009
Around the World in 80 Days;Frank Coraci;120;Jim Broadbent;Action;110000000;72000000;2004
Just Married;Shawn Levy;95;Taran Killam;Comedy;18000000;102000000;2003
Paranormal Activity 4;Henry Joost;96;Matt Shively;Horror;5000000;142000000;2012
Aberdeen;Hans Petter Moland;106;Charlotte Rampling;Drama;6500000;213000;2000
Extraordinary Measures;Tom Vaughan;106;Harrison Ford;Drama;31000000;12000000;2010
Star Trek Into Darkness;J.J. Abrams;132;Benedict Cumberbatch;Action;190000000;467000000;2013
The Brothers Bloom;Rian Johnson;114;Zachary Gordon;Adventure;20000000;5000000;2008
The Work and the Glory II: American Zion;Sterling Van Wagenen;100;Emily Podleski;Drama;6500000;10500000;2005
Freaky Deaky;Charles Matthau;90;Billy Burke;Comedy;6000000;6500000;2012
Indie Game: The Movie;Lisanne Pajot;103;Jonathan Blow;Documentary;100000;500000;2012
Snatch;Guy Ritchie;104;Jason Statham;Comedy;6000000;83000000;2000
The Man from U.N.C.L.E.;Guy Ritchie;116;Henry Cavill;Action;75000000;109000000;2015
Extremely Loud & Incredibly Close;Stephen Daldry;129;Tom Hanks;Adventure;40000000;55000000;2011
Salt;Phillip Noyce;101;Angelina Jolie;Action;110000000;294000000;2010
The Royal Tenenbaums;Wes Anderson;110;Bill Murray;Comedy;21000000;35000000;2001
The To Do List;Maggie Carey;104;Donald Glover;Comedy;1500000;3500000;2013
This Is England;Shane Meadows;101;Stephen Graham;Crime;1500000;8000000;2006
Curse of the Golden Flower;Yimou Zhang;114;Li Gong;Drama;45000000;78000000;2006
Road to Perdition;Sam Mendes;117;Tom Hanks;Crime;80000000;181000000;2002
The Lovely Bones;Peter Jackson;135;Michael Imperioli;Drama;65000000;93800000;2009
Gone Girl;David Fincher;149;Patrick Fugit;Crime;61000000;369000000;2014
Confessions of a Teenage Drama Queen;Sara Sugarman;89;Adam Garcia;Comedy;15000000;29000000;2004
Urban Legends: Final Cut;John Ottman;97;Loretta Devine;Horror;14000000;38000000;2000
Crazy/Beautiful;John Stockwell;135;Kirsten Dunst;Drama;14000000;19000000;2001
Garfield;Peter Hewitt;80;Bill Murray;Animation;35000000;203000000;2004
Mercy Streets;Jon Gunn;106;Stacy Keach;Action;600000;228000;2000
Team America: World Police;Trey Parker;98;Jeremy Shada;Action;30000000;32000000;2004
Big Miracle;Ken Kwapis;107;Ted Danson;Biography;40000000;24000000;2012
The Chronicles of Riddick;David Twohy;134;Vin Diesel;Action;105000000;116000000;2004
The Equalizer;Antoine Fuqua;132;Denzel Washington;Action;55000000;192000000;2014
The Sessions;Ben Lewin;95;W. Earl Brown;Biography;1000000;10000000;2012
Nerve;Henry Joost;96;Samira Wiley;Crime;20000000;84000000;2016
Next Friday;Steve Carr;98;John Witherspoon;Comedy;9500000;59500000;2000
Cheaper by the Dozen;Shawn Levy;94;Tom Welling;Comedy;40000000;190000000;2003
Kill the Messenger;Michael Cuesta;112;Jeremy Renner;Biography;5000000;13000000;2014
The Island;Michael Bay;136;Scarlett Johansson;Action;126000000;162000000;2005
Get on Up;Tate Taylor;139;Tika Sumpter;Biography;30000000;33000000;2014
No Country for Old Men;Ethan Coen;122;Kelly Macdonald;Crime;25000000;170000000;2007
Stop-Loss;Kimberly Peirce;112;Joseph Gordon-Levitt;Drama;25000000;11800000;2008
The Dead Undead;Matthew R. Anderson;89;Johnny Pacar;Action;1100000;1000000;2010
Woman in Gold;Simon Curtis;109;Ryan Reynolds;Biography;11000000;61000000;2015
Halloween: Resurrection;Rick Rosenthal;94;Jamie Lee Curtis;Comedy;15000000;37000000;2002
Kick-Ass 2;Jeff Wadlow;103;Chloë Grace Moretz;Action;28000000;60000000;2013
Dredd;Pete Travis;95;Wood Harris;Sci-Fi;35000000;41000000;2012
Interstellar;Christopher Nolan;169;Matthew McConaughey;Adventure;165000000;702000000;2014
The Final Destination;David R. Ellis;82;Krista Allen;Horror;40000000;187000000;2009
Whipped;Peter M. Cohen;82;Callie Thorne;Comedy;3000000;1000000;2000
Inkheart;Iain Softley;106;Brendan Fraser;Adventure;60000000;58000000;2008
X-Men: Apocalypse;Bryan Singer;144;Jennifer Lawrence;Action;178000000;544000000;2016
Rise of the Guardians;Peter Ramsey;97;Hugh Jackman;Animation;145000000;306000000;2012
Saw III;Darren Lynn Bousman;121;Costas Mandylor;Horror;10000000;165000000;2006
Undercover Brother;Malcolm D. Lee;86;Dave Chappelle;Action;25000000;41000000;2002
Fool's Gold;Andy Tennant;112;Matthew McConaughey;Action;70000000;111000000;2008
How to Be Single;Christian Ditter;110;Alison Brie;Comedy;38000000;112000000;2016
Spanglish;James L. Brooks;131;Adam Sandler;Comedy;80000000;55000000;2004
The Possession;Ole Bornedal;92;Kyra Sedgwick;Horror;14000000;78000000;2012
Neighbors;Nicholas Stoller;97;Craig Roberts;Comedy;18000000;270000000;2014
Star Trek Beyond;Justin Lin;122;Sofia Boutella;Action;185000000;343000000;2016
The Lovely Bones;Peter Jackson;135;Michael Imperioli;Drama;65000000;94000000;2009
The Last Exorcism Part II;Ed Gass-Donnelly;93;Muse Watson;Thriller;5000000;25000000;2013
Unsullied;Simeon Rice;93;Ward G. Smith;Action;1500000;1000000;2014
Sherlock Holmes;Guy Ritchie;128;Robert Downey Jr.;Action;90000000;524000000;2009
Time Changer;Rich Christiano;95;Gavin MacLeod;Drama;825000;1000000;2002
Crazy Heart;Scott Cooper;112;Jeff Bridges;Drama;7000000;47000000;2009
Sorority Row;Stewart Hendler;101;Julian Morris;Horror;16000000;2700000;2009
Spy Kids;Robert Rodriguez;88;Alexa PenaVega;Action;35000000;147000000;2001
Edge of Darkness;Martin Campbell;117;Bojana Novakovic;Crime;80000000;47000000;2010
Boiler Room;Ben Younger;120;Vin Diesel;Crime;8000000;28000000;2000
Rise of the Planet of the Apes;Rupert Wyatt;105;James Franco;Action;93000000;481000000;2011
Shaft;John Singleton;99;Christian Bale;Action;46000000;107000000;2000
Horrible Bosses;Seth Gordon;106;Kevin Spacey;Comedy;35000000;209000000;2011
Jonah Hex;Jimmy Hayward;81;Michael Fassbender;Action;47000000;11000000;2010
Juno;Jason Reitman;96;J.K. Simmons;Comedy;7500000;231000000;2007
Kill Bill: Vol. 1;Quentin Tarantino;111;David Carradine;Action;30000000;180000000;2003
The Core;Jon Amiel;135;Glenn Morshower;Action;60000000;75000000;2003
Star Trek: Nemesis;Stuart Baird;116;Tom Hardy;Action;60000000;43000000;2002
The Avengers;Joss Whedon;173;Chris Hemsworth;Action;220000000;623000000;2012
The Twilight Saga: Breaking Dawn - Part 2;Bill Condon;115;Robert Pattinson;Adventure;120000000;829000000;2012
Good Intentions;Jim Issa;84;Elaine Hendrix;Comedy;10000000;2000000;2010
Crouching Tiger Hidden Dragon;Ang Lee;120;Chen Chang;Action;15000000;213000000;2000
Dracula Untold;Gary Shore;92;Dominic Cooper;Action;70000000;217000000;2014
Remember Me;Allen Coulter;113;Robert Pattinson;Drama;16000000;18000000;2010
Isn't She Great;Andrew Bergman;95;Stockard Channing;Biography;36000000;8500000;2000
Saw VI;Kevin Greutert;92;Costas Mandylor;Horror;11000000;68000000;2009
The Bank Job;Roger Donaldson;111;Jason Statham;Crime;20000000;66000000;2008
Things We Lost in the Fire;Susanne Bier;118;Alison Lohman;Drama;16000000;8000000;2007
Undiscovered;Meiert Avis;97;Fisher Stevens;Comedy;9000000;1000000;2005
New in Town;Jonas Elmer;97;J.K. Simmons;Comedy;8000000;29100000;2009
Be Cool;F. Gary Gray;118;Dwayne Johnson;Comedy;53000000;95000000;2005
Bride & Prejudice;Gurinder Chadha;122;Indira Varma;Comedy;7000000;6100000;2004
Central Intelligence;Rawson Marshall Thurber;107;Dwayne Johnson;Action;50000000;217000000;2016
Frozen;Chris Buck;102;Josh Gad;Animation;150000000;1509000000;2013
Incendies;Denis Villeneuve;139;Lubna Azabal;Drama;6800000;6000000;2010
The Big Wedding;Justin Zackham;89;Robin Williams;Comedy;35000000;26000000;2013
The Five-Year Engagement;Nicholas Stoller;131;Alison Brie;Comedy;30000000;54000000;2012
The Maze Runner;Wes Ball;113;Ki Hong Lee;Action;34000000;348000000;2014
Blood Work;Clint Eastwood;110;Clint Eastwood;Action;50000000;31600000;2002
Cirque du Freak: The Vampire's Assistant;Paul Weitz;109;Josh Hutcherson;Action;40000000;39000000;2009
Drillbit Taylor;Steven Brill;102;Lisa Ann Walter;Comedy;40000000;68000000;2008
Here Comes the Boom;Frank Coraci;105;Salma Hayek;Action;42000000;137000000;2012
Seed of Chucky;Don Mancini;88;Jason Flemyng;Comedy;12000000;24000000;2004
Everything Must Go;Dan Rush;97;Will Ferrell;Comedy;5000000;3000000;2010
The Big Short;Adam McKay;130;Ryan Gosling;Biography;28000000;133000000;2015
You Me and Dupree;Anthony Russo;110;Todd Stashwick;Comedy;54000000;75000000;2006
About Time;Richard Curtis;123;Tom Hughes;Drama;12000000;87000000;2013
Fifty Shades of Grey;Sam Taylor-Johnson;129;Jennifer Ehle;Drama;40000000;571000000;2015
Fuel;Joshua Tickell;112;Larry David;Documentary;2500000;1650000;2008
Basic Instinct 2;Michael Caton-Jones;116;Charlotte Rampling;Crime;70000000;39000000;2006
Bring It On;Peyton Reed;98;Kirsten Dunst;Comedy;10000000;90000000;2000
Chicago;Rob Marshall;113;Colm Feore;Comedy;45000000;306000000;2002
Dawn of the Planet of the Apes;Matt Reeves;130;Gary Oldman;Action;170000000;711000000;2014
Horse Camp;Joel Paul Reisig;108;Joshua Ray Bell;Adventure;250000;500000;2014
The League of Extraordinary Gentlemen;Stephen Norrington;110;Jason Flemyng;Action;78000000;179000000;2003
The Whole Ten Yards;Howard Deutch;98;Bruce Willis;Comedy;40000000;76500000;2004
The Painted Veil;John Curran;125;Toby Jones;Drama;19400000;26000000;2006
Brothers;Jim Sheridan;105;Natalie Portman;Thriller;26000000;40000000;2009
Doomsday;Neil Marshall;113;Ryan Kruger;Sci-Fi;30000000;21500000;2008
Rendition;Gavin Hood;122;J.K. Simmons;Thriller;27500000;27000000;2007
Lincoln;Steven Spielberg;150;Joseph Gordon-Levitt;Biography;65000000;275000000;2012
Pirates of the Caribbean: On Stranger Tides;Rob Marshall;136;Johnny Depp;Action;250000000;1046000000;2011
Resident Evil: Afterlife;Paul W.S. Anderson;97;Milla Jovovich;Action;60000000;296000000;2010
Diary of the Dead;George A. Romero;95;Megan Park;Horror;2000000;5000000;2007
Hardball;Brian Robbins;106;Keanu Reeves;Drama;21000000;32000000;2001
In the Name of the King: A Dungeon Siege Tale;Uwe Boll;156;Jason Statham;Action;60000000;16000000;2007
Shrek Forever After;Mike Mitchell;93;Jon Hamm;Animation;165000000;753000000;2010
Chicken Run;Peter Lord;84;Imelda Staunton;Animation;45000000;224000000;2000
Open Season;Roger Allers;83;Jon Favreau;Animation;85000000;197000000;2006
Superman Returns;Bryan Singer;169;Kevin Spacey;Action;209000000;391000000;2006
The Barbarian Invasions;Denys Arcand;112;Marie-Josée Croze;Comedy;6000000;8700000;2003
Thunder and the House of Magic;Jeremy Degruson;85;Kyle Hebert;Animation;34000000;64000000;2013
Barbershop 2: Back in Business;Kevin Rodney Sullivan;106;Harry Lennix;Comedy;18000000;65500000;2004
1911;Li Zhang;121;Bingbing Li;Action;18000000;63000000;2011
Sky High;Mike Mitchell;100;Michael Angarano;Adventure;35000000;86000000;2005
The Art of War;Christian Duguay;116;Michael Biehn;Action;40000000;40000000;2000
The Brothers;Gary Hardwick;106;Julie Benz;Comedy;6000000;27000000;2001
Beautiful Creatures;Richard LaGravenese;124;Alden Ehrenreich;Drama;60000000;60000000;2013
Reign of Assassins;Chao-Bin Su;117;Woo-sung Jung;Action;12000000;60000000;2010
The Book of Mormon Movie Volume 1: The Journey;Gary Rogers;120;Noah Danby;Adventure;2000000;1674000;2003
A Million Ways to Die in the West;Seth MacFarlane;136;Liam Neeson;Western;40000000;87000000;2014
Chain Letter;Deon Taylor;88;Matt Cohen;Horror;5000000;5800000;2009
Chocolat;Lasse Hallström;121;Lena Olin;Drama;25000000;152000000;2000
Wrong Turn;Rob Schmidt;84;Kevin Zegers;Horror;12600000;29000000;2003
Chernobyl Diaries;Bradley Parker;86;Jesse McCartney;Horror;1000000;37000000;2012
From Paris with Love;Pierre Morel;92;Kasia Smutniak;Action;52000000;52800000;2010
The Mummy Returns;Stephen Sommers;130;Dwayne Johnson;Action;98000000;435000000;2001
The R.M.;Kurt Hale;101;Kirby Heyborne;Comedy;500000;1050000;2003
Paranormal Activity;Oren Peli;84;Micah Sloat;Horror;15000;193000000;2007
The Replacements;Howard Deutch;118;Keanu Reeves;Comedy;50000000;50900000;2000
Underclassman;Marcos Siega;95;Cheech Marin;Action;25000000;5000000;2005
King Kong;Peter Jackson;201;Naomi Watts;Action;207000000;562000000;2005
Being Julia;István Szabó;104;Miriam Margolyes;Comedy;18000000;7000000;2004
Curious George;Matthew O'Callaghan;78;Will Ferrell;Animation;50000000;69800000;2006
El crimen del padre Amaro;Carlos Carrera;118;Damián Alcázar;Drama;1800000;27300000;2002
Blonde Ambition;Scott Marshall;93;Drew Fuller;Comedy;10000000;10000000;2007
Jurassic World;Colin Trevorrow;124;Bryce Dallas Howard;Action;150000000;1670000000;2015
The American;Anton Corbijn;105;Violante Placido;Crime;20000000;68000000;2010
The Crazies;Breck Eisner;101;Radha Mitchell;Horror;20000000;39000000;2010
